objid,ra,dec,u,g,r,i,z,petroRad_r,petroR50_r,petroR90_r,deVAB_r,expAB_r,lnLDeV_r,lnLExp_r,lnLStar_r,fracDeV_r,redshift,zErr,velDisp,velDispErr,gz2_objid,gz2_ra,gz2_dec,total_votes_gz2,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a03_star_or_artifact_fraction,t03_bar_a06_bar_fraction,t03_bar_a07_no_bar_fraction,t04_spiral_a08_spiral_fraction,t04_spiral_a09_no_spiral_fraction,morph_class
1237648722304499850,180.033643942299,0.673853579944546,19.08097,16.97867,16.03858,15.60562,15.27561,5.37361,2.31283,7.10674,0.8170568,0.8721627,-62.12764,-4268.541,-24476.88,1.0,0.0855497,1.723119e-05,236.2324,7.083808,588848900986437801,180.0336456298828,0.673850417137146,147,0.9070000052452089,0.0700000002980232,0.0230000000447034,0.0,1.0,0.3330000042915344,0.6669999957084656,Elliptical
1237648722304565279,180.221230906184,0.813847609229611,19.09122,17.06855,16.1232,15.71519,15.34071,4.84223,2.153301,6.726532,0.6643379,0.6537576,-58.87162,-3327.333,-21490.94,1.0,0.0816094,1.741838e-05,218.9072,7.321466,588848900986503196,180.2212371826172,0.8138490915298462,154,0.8889999985694885,0.1110000014305114,0.0,0.4000000059604645,0.6000000238418579,0.2000000029802322,0.800000011920929,Elliptical
1237648722304630976,180.372735668131,0.667210891549791,19.20797,17.58644,16.69723,16.29304,15.9801,8.870788,3.568453,9.253131,0.5825967,0.5370774,-993.3874,-3660.043,-10662.35,1.0,0.1252062,2.306696e-05,143.5522,8.897234,588848900986568898,180.37274169921875,0.6672176122665405,364,0.061999998986721,0.8960000276565552,0.0419999994337558,0.3490000069141388,0.6510000228881836,0.9319999814033508,0.0680000036954879,Spiral
1237648722841108582,179.512560000851,1.09059114075208,19.19349,17.40345,16.54416,16.15325,15.86263,3.429415,1.566752,4.358005,0.4972092,0.5530684,-74.60789,-1263.468,-13727.35,0.8898169,0.06413198,1.246383e-05,127.3547,4.465808,588848901523046518,179.51255798339844,1.0905901193618774,136,0.9049999713897704,0.0710000023245811,0.0240000002086162,0.0,1.0,0.0,1.0,Elliptical
1237648722841108720,179.493810698254,1.06365888017177,19.40972,17.21497,16.17371,15.74147,15.37549,9.459944,3.765679,13.33178,0.8794612,0.9275573,-496.773,-5291.409,-19111.13,1.0,0.1325214,1.716829e-05,219.9713,7.061489,588848901523046634,179.49380493164062,1.0636581182479858,153,0.8119999766349792,0.1040000021457672,0.0829999968409538,0.0,1.0,0.0,1.0,Elliptical
1237648722841436320,180.210299307038,1.15764502115152,18.81319,16.73932,15.78901,15.37899,15.03727,4.493737,1.930064,6.138479,0.9097521,0.9588594,-315.7202,-6867.538,-26345.87,1.0,0.0785328,1.61631e-05,261.7592,6.692482,588848901523374235,180.21031188964844,1.1576467752456665,139,0.9549999833106996,0.0450000017881393,0.0,0.0,1.0,1.0,0.0,Elliptical
1237648722841764030,180.915810984511,1.20459090527824,18.90947,16.90329,15.942,15.51674,15.16121,7.604759,3.045639,10.65271,0.8758624,0.8545398,-252.3113,-5593.256,-24889.29,1.0,0.07795382,1.763258e-05,175.2274,7.118127,588848901523701966,180.91580200195312,1.2045818567276,166,0.8600000143051147,0.1000000014901161,0.0399999991059303,0.2000000029802322,0.800000011920929,0.2000000029802322,0.800000011920929,Elliptical
1237650372092362833,179.506022446685,-1.3792988778127,19.24121,17.32592,16.42026,16.00744,15.68261,4.788184,2.060926,5.712474,0.5749913,0.5834334,-157.1087,-1664.212,-14113.16,0.9263834,0.08048977,1.89163e-05,202.6549,8.071189,587724650867458138,179.5060272216797,-1.3792977333068848,127,0.9020000100135804,0.0729999989271164,0.0240000002086162,0.0,1.0,0.0,1.0,Elliptical
1237650372092428416,179.657948937791,-1.38552193329078,18.94904,17.43748,16.77629,16.39886,16.15181,6.28997,2.9865,6.271753,0.6939365,0.7131687,-1562.701,-81.1791,-12383.73,0.0,0.08367196,1.372035e-05,73.37458,13.03227,587724650867523722,179.65794372558594,-1.385521650314331,125,0.8330000042915344,0.1110000014305114,0.0560000017285347,0.75,0.25,0.75,0.25,Elliptical
1237650372092428431,179.682878929173,-1.3172717010143,19.22601,17.15312,16.18785,15.76933,15.41219,5.699607,2.465363,7.937101,0.6109403,0.5722893,-211.2972,-3777.334,-17371.52,1.0,0.1071973,2.386051e-05,260.0639,9.264705,587724650867523734,179.68287658691406,-1.317270040512085,132,0.8840000033378601,0.0700000002980232,0.0469999983906745,0.0,1.0,0.0,1.0,Elliptical
1237650762927243376,179.589796491969,-1.45842490361042,19.07224,17.10228,16.14645,15.71548,15.37337,6.699304,2.947732,7.446555,0.3150612,0.3449719,-1334.21,-1108.666,-21400.59,0.5209709,0.08166218,2.072656e-05,162.65,8.552512,587725041702338678,179.58978271484375,-1.4584263563156128,136,0.8600000143051147,0.1159999966621398,0.0230000000447034,0.0,1.0,0.0,1.0,Elliptical
1237651735220453487,180.79252577189,1.58000536594027,18.76387,17.43491,16.76237,16.39509,16.15108,5.499684,2.604179,5.553909,0.928212,0.9342923,-861.7851,-137.7124,-11771.48,0.1889412,0.078461,1.048708e-05,66.4828,10.98587,587726013995548781,180.7925262451172,1.580003261566162,142,0.8859999775886536,0.0450000017881393,0.0680000036954879,0.0,1.0,0.5,0.5,Elliptical
1237651735220453501,180.818022657823,1.63546278999898,18.39469,16.51177,15.67672,15.29482,14.99752,8.510209,3.589747,10.73124,0.9729777,0.9375602,-355.4121,-5410.591,-24043.82,1.0,0.04771741,1.625138e-05,114.8067,6.381939,587726013995548794,180.8180389404297,1.6354655027389526,143,0.9330000281333924,0.0439999997615814,0.0219999998807907,0.0,1.0,0.0,1.0,Elliptical
1237648721767104684,178.916131812327,0.369850253134401,19.18494,17.28407,16.41079,16.0036,15.70586,4.862023,2.077706,6.647091,0.8483627,0.8277512,-51.69614,-3009.912,-16085.53,1.0,0.06512749,1.307837e-05,132.3149,4.905847,588848900449042612,178.91612243652344,0.3698446750640869,137,0.878000020980835,0.1220000013709068,0.0,0.0,1.0,0.0,1.0,Elliptical
1237648722840780876,178.659675028815,1.25297080258776,20.15533,18.12264,16.98724,16.52594,16.18394,5.202847,2.207755,7.467137,0.6871037,0.6766412,-101.4056,-1464.864,-6855.317,1.0,0.154614,2.996343e-05,238.0225,12.18705,587726031174238322,178.65965270996094,1.2529537677764893,124,0.8410000205039978,0.0230000000447034,0.1360000073909759,0.0,1.0,0.0,1.0,Elliptical
1237648722841108622,179.402560827836,1.14077475786965,17.27169,15.74923,14.9789,14.57216,14.22293,10.6468,4.638664,12.04219,0.490839,0.4741404,-5199.644,-5358.035,-60131.21,0.4448002,0.03620356,1.00721e-05,110.6265,4.545175,588848901523046553,179.40257263183594,1.140775203704834,272,0.0289999991655349,0.9430000185966492,0.0289999991655349,0.6359999775886536,0.363999992609024,1.0,0.0,Spiral
1237651752399732854,180.051289117599,1.42383337819765,20.13452,18.00069,16.92065,16.4818,16.12767,3.862249,1.67484,5.566569,0.8365681,0.8637146,-97.02593,-1490.24,-7152.558,1.0,0.1391277,2.707343e-05,225.0681,11.26049,587726031174828126,180.05128479003906,1.4238269329071045,139,0.9549999833106996,0.0230000000447034,0.0230000000447034,0.0,1.0,0.0,1.0,Elliptical
1237650372092821614,180.611553501541,-1.2632143857532,18.64382,17.35368,16.75216,16.3632,16.15062,6.23326,2.951074,6.035419,0.5433787,0.5761561,-1472.343,-450.6482,-14440.3,0.1209973,0.09209708,8.958908e-06,106.2371,13.0366,587724650867916927,180.61155700683597,-1.2632185220718384,228,0.1879999935626983,0.8119999766349792,0.0,0.3849999904632568,0.6150000095367432,0.8460000157356262,0.1539999991655349,Spiral
1237650372092952638,180.89670938023,-1.30611623804229,19.35583,17.97606,17.11582,16.69056,16.40339,4.981364,2.329328,5.413724,0.8611181,0.8762207,-417.6395,-189.3328,-9044.795,0.3638029,0.1748149,1.839752e-05,142.4682,11.48149,587724650868047948,180.89671325683597,-1.3061176538467407,142,0.8640000224113464,0.0680000036954879,0.0680000036954879,0.3330000042915344,0.6669999957084656,0.6669999957084656,0.3330000042915344,Elliptical
1237650372092952665,180.937277851292,-1.38039685598557,18.24376,16.39622,15.51389,15.1152,14.80893,8.082375,3.498945,11.19015,0.6188002,0.6297728,-175.8379,-6126.795,-33353.37,1.0,0.08226017,1.761041e-05,213.9345,7.920476,587724650868047975,180.93728637695312,-1.3803975582122805,126,0.8970000147819519,0.0769999995827674,0.0260000005364418,0.0,1.0,0.0,1.0,Elliptical
1237650762927767786,180.800434549001,-1.48836414234078,19.02962,17.07547,16.16698,15.74572,15.42241,5.833,2.515505,7.126327,0.6102359,0.6113449,-58.04172,-1788.135,-14196.1,0.965844,0.08233882,1.913446e-05,208.2487,8.116652,587725041702863029,180.8004302978516,-1.488364338874817,139,0.8970000147819519,0.1030000001192092,0.0,0.25,0.75,0.0,1.0,Elliptical
1237650762927767791,180.805861077656,-1.51860961232552,18.9498,17.26494,16.40283,15.92492,15.57419,6.338605,2.899445,6.992499,0.2473728,0.2898826,-1427.659,-230.7218,-17218.45,0.1907061,0.08202761,1.735101e-05,146.9683,8.295419,587725041702863034,180.8058624267578,-1.518610954284668,156,0.8159999847412109,0.163000002503395,0.0199999995529651,0.0,0.0,0.0,0.0,Elliptical
1237651735219863737,179.499209968456,1.47642331452348,19.93821,17.97385,16.69832,16.23164,15.87131,9.231824,3.750818,11.19858,0.6916853,0.7226434,-49.77346,-953.9138,-6247.433,1.0,0.1770778,3.664875e-05,175.0901,12.83702,587726013994958973,179.49920654296875,1.476420760154724,161,0.8930000066757202,0.0179999992251396,0.0890000015497207,0.0,1.0,0.0,1.0,Elliptical
1237651735220453482,180.791090572483,1.55030683868508,19.60344,17.7759,16.8847,16.48514,16.17812,3.868255,1.771226,5.305051,0.4482878,0.455619,-76.5302,-676.5468,-6042.939,0.964423,0.0783061,2.41739e-05,150.9845,9.6671,587726013995548777,180.7910919189453,1.5503040552139282,140,0.9070000052452089,0.0700000002980232,0.0230000000447034,0.0,1.0,0.0,1.0,Elliptical
1237651735756931096,179.895997578364,1.86705875738998,19.20127,17.08639,16.05073,15.50719,15.22343,7.008932,2.969329,8.222547,0.6454456,0.6434132,-261.2626,-1188.719,-18192.02,0.684639,0.07754608,2.100993e-05,180.4733,9.56995,587726014532026539,179.89602661132812,1.867065191268921,133,0.9020000100135804,0.0979999974370002,0.0,0.0,1.0,0.0,1.0,Elliptical
1237651735757258871,180.598337577677,1.87270742984182,20.09373,18.12905,16.90889,16.45266,16.07087,5.411468,2.267281,7.291817,0.6754632,0.6870857,-7.810432,-847.5353,-5658.096,1.0,0.1624673,3.057574e-05,224.7079,11.77067,587726014532354140,180.59832763671875,1.872709274291992,132,0.9769999980926514,0.0,0.0230000000447034,0.0,0.0,0.0,0.0,Elliptical
1237651752399470738,179.49493206334,1.36890568475668,18.31256,16.39406,15.46659,15.02298,14.67495,8.968013,4.150629,8.763927,0.5271313,0.5167581,-2533.177,-4421.51,-33494.83,0.6723366,0.07826395,1.956303e-05,195.8091,8.2816,587726031174566035,179.49493408203125,1.3689101934432983,243,0.1749999970197677,0.800000011920929,0.025000000372529,0.9679999947547911,0.0320000015199184,0.257999986410141,0.7419999837875366,Irregular
1237651752399536277,179.639410366648,1.36999817528027,18.90029,17.05536,16.22314,15.83597,15.53035,4.318619,1.793316,5.10745,0.8055129,0.8695503,-124.4567,-2821.432,-16474.85,1.0,0.04849872,1.50469e-05,131.0543,5.235465,587726031174631567,179.639404296875,1.3699989318847656,143,0.8859999775886536,0.090999998152256,0.0230000000447034,0.0,1.0,0.0,1.0,Elliptical
1237651752399667275,179.852576994901,1.43406489052071,17.26893,15.91422,15.27042,14.91085,14.68521,16.21905,7.574135,15.14079,0.5985405,0.5660075,-5874.146,-1313.659,-38688.66,0.0,0.04717178,2.279245e-05,49.68885,11.85714,587726031174762518,179.85256958007812,1.4340620040893557,329,0.06700000166893,0.9110000133514404,0.0219999998807907,0.0790000036358833,0.9210000038146972,1.0,0.0,Spiral
1237651752399667341,179.944870783529,1.33381868342952,19.04297,17.40105,16.57043,16.09049,15.74727,4.598006,2.123561,5.451972,0.3033165,0.3268252,-1094.695,-371.5754,-18244.61,0.3193471,0.07708713,8.842118e-06,134.8459,11.14394,587726031174762628,179.9448699951172,1.3338119983673096,120,0.8379999995231628,0.1080000028014183,0.0540000014007091,1.0,0.0,0.0,1.0,Elliptical
1237651752399732907,180.107276290467,1.40149582301842,19.90189,17.93228,16.8519,16.4066,16.09742,5.803053,2.380317,7.136379,0.7412574,0.7763746,-45.57754,-1280.346,-7436.599,1.0,0.1592101,3.323833e-05,192.0538,12.66962,587726031174828182,180.10726928710938,1.4014898538589478,139,0.9350000023841858,0.0219999998807907,0.0430000014603138,0.0,1.0,0.0,1.0,Elliptical
1237651752399863831,180.317094027172,1.36886888582045,19.7453,17.74144,16.78704,16.36917,16.07137,5.635493,2.239977,7.303049,0.7643036,0.7289482,-115.2154,-1646.66,-6837.927,1.0,0.1047425,2.567797e-05,189.1006,10.88832,587726031174959131,180.31710815429688,1.3688727617263794,133,0.8100000023841858,0.0710000023245811,0.1190000027418136,0.0,1.0,0.5,0.5,Elliptical
1237651752936407159,179.636097844734,1.69400147883977,18.72565,16.88137,15.98967,15.54543,15.20599,12.60795,4.442047,12.26765,0.4999344,0.4447831,-2106.423,-7247.262,-19905.18,1.0,0.07989738,2.04219e-05,186.4205,8.365791,587726031711502456,179.63609313964844,1.693999171257019,182,0.1430000066757202,0.8289999961853027,0.0289999991655349,0.0,1.0,0.6000000238418579,0.4000000059604645,Irregular
1237651752936407184,179.661626742536,1.80915696352743,20.27951,18.16158,17.07895,16.6361,16.23983,5.887975,1.976739,6.700004,0.8592852,0.8655288,-138.7199,-1396.504,-5758.883,1.0,0.1318032,2.672873e-05,211.3097,10.24069,587726031711502473,179.66162109375,1.809154272079468,139,0.8140000104904175,0.0930000022053718,0.0930000022053718,0.0,1.0,0.0,1.0,Elliptical
1237651752936472867,179.797486759535,1.71023291317303,18.99977,17.09242,16.18523,15.75594,15.42089,4.2019,1.781982,5.433642,0.5669392,0.5923354,-37.40562,-2301.43,-18818.65,0.9662085,0.07734343,1.669522e-05,196.2028,6.904236,587726031711568071,179.79747009277344,1.7102304697036743,121,0.9229999780654908,0.0509999990463256,0.0260000005364418,0.0,1.0,0.0,1.0,Elliptical
1237651752936538331,179.960406454415,1.78169435255369,19.79441,17.79191,16.87659,16.46329,16.11058,2.839926,1.267137,3.783355,0.3633622,0.4295264,-80.24021,-1362.734,-7546.413,1.0,0.07821002,1.93144e-05,174.8212,7.740836,587726031711633572,179.9604034423828,1.7816966772079468,139,0.8669999837875366,0.0890000015497207,0.0439999997615814,0.0,1.0,0.0,1.0,Elliptical
1237651752936603784,180.105024263323,1.80209874451955,20.22344,18.0356,16.91577,16.43111,16.09782,4.928957,2.057552,7.008431,0.9816648,0.970349,-161.3895,-1791.65,-6771.389,1.0,0.1613545,2.199108e-05,180.2174,8.371401,587726031711699088,180.1050262451172,1.802104115486145,140,0.9089999794960022,0.0680000036954879,0.0230000000447034,0.0,1.0,0.0,1.0,Elliptical
1237651752936734856,180.378303878072,1.70574967786664,18.61647,17.15009,16.38662,15.97199,15.66853,4.364522,2.081988,4.972785,0.7738079,0.7921519,-936.3126,-568.579,-19290.22,0.4616988,0.07830595,1.095913e-05,128.6719,7.013969,587726031711830155,180.37831115722656,1.705748200416565,162,0.8539999723434448,0.125,0.0209999997168779,0.2000000029802322,0.800000011920929,0.2000000029802322,0.800000011920929,Elliptical
1237651752936734878,180.415654137458,1.79837904641478,18.05669,16.34999,15.54592,15.15232,14.80879,10.68911,4.776922,11.76372,0.9092149,0.8914689,-961.2626,-4788.161,-25829.73,0.9964716,0.07771116,1.917609e-05,120.6037,7.493981,587726031711830176,180.4156646728516,1.798371434211731,269,0.1580000072717666,0.8159999847412109,0.0260000005364418,0.032999999821186,0.9670000076293944,0.8999999761581421,0.1000000014901161,Spiral
1237651752936800311,180.496457147416,1.68911085557763,19.42092,17.51246,16.54783,16.08044,15.73577,3.881592,1.724611,5.083154,0.5138936,0.5320189,-55.23854,-1642.212,-9552.939,1.0,0.0781417,2.063318e-05,224.4465,8.543576,587726031711895617,180.4964599609375,1.689114689826965,134,0.9070000052452089,0.0469999983906745,0.0469999983906745,0.0,1.0,0.0,1.0,Elliptical
1237648721767629004,180.069830871219,0.405080779233047,18.40487,16.63045,15.75376,15.31119,14.98012,9.677194,4.018926,11.48849,0.3576561,0.362953,-2148.997,-8138.564,-29340.31,1.0,0.07740269,1.213622e-05,177.0273,5.4795,588848900449566947,180.06982421875,0.4050764441490173,287,0.1739999949932098,0.8259999752044678,0.0,0.1379999965429306,0.8619999885559082,0.7929999828338623,0.2070000022649765,Irregular
1237648721767629060,180.130015981604,0.374693837608184,19.5569,17.67873,16.73542,16.30517,15.9779,4.188135,1.797796,5.515274,0.4578933,0.4670928,-14.7057,-1429.625,-12001.19,0.9758146,0.08103441,1.575753e-05,158.0653,5.766543,588848900449566997,180.12998962402344,0.3746906518936157,150,0.8600000143051147,0.1400000005960464,0.0,0.6669999957084656,0.3330000042915344,0.3330000042915344,0.6669999957084656,Elliptical
1237648722841305234,179.957270920501,1.07943801837201,19.95776,18.02189,16.69182,16.18129,15.82901,5.75389,2.458385,7.753373,0.8670934,0.8780574,-75.65524,-1916.291,-11434.15,1.0,0.2004199,3.252414e-05,315.9539,12.54863,588848901523243169,179.957275390625,1.0794382095336914,148,0.9380000233650208,0.0209999997168779,0.0419999994337558,0.0,1.0,0.0,1.0,Elliptical
1237651752936669302,180.162530165083,1.68027877873255,18.924,17.01645,16.16213,15.76166,15.48934,4.04353,1.757912,5.330101,0.448824,0.4900983,-45.50882,-2856.893,-16638.39,1.0,0.07738028,1.452307e-05,154.1833,5.669136,587726031711764616,180.16253662109372,1.6802819967269895,146,0.8330000042915344,0.1430000066757202,0.0240000002086162,0.2000000029802322,0.800000011920929,0.2000000029802322,0.800000011920929,Elliptical
1237651752936669345,180.205593560305,1.69372409333377,18.309,16.40342,15.55585,15.14157,14.83018,6.922297,2.869081,9.233525,0.9077737,0.9233137,-430.6309,-7350.906,-30784.9,1.0,0.04851505,1.464765e-05,185.4619,5.659056,587726031711764652,180.20559692382807,1.6937284469604492,120,0.8650000095367432,0.0810000002384185,0.0540000014007091,0.0,1.0,0.0,1.0,Elliptical
1237671126978854988,178.202960035664,0.661967331140394,17.93587,16.47707,15.81876,15.46566,15.22905,5.090055,2.307925,6.377816,0.8754078,0.8641391,-511.1086,-3843.363,-27386.74,0.9130365,0.07820561,7.715235e-06,141.2151,7.272915,588848900985651219,178.20297241210938,0.6619356870651245,191,0.8159999847412109,0.1430000066757202,0.0410000011324882,0.0,1.0,0.0,1.0,Elliptical
1237651735220519091,181.02246047386,1.47685481763965,19.72773,17.80305,16.87255,16.46829,16.14232,3.8454,1.643301,4.570801,0.5169394,0.554642,-160.7042,-1226.891,-6935.292,1.0,0.08260868,2.55971e-05,167.6342,9.148647,587726013995614347,181.02247619628903,1.4768654108047483,122,0.8539999723434448,0.0489999987185001,0.0979999974370002,0.0,1.0,0.0,1.0,Elliptical
1237651735220584651,181.069366859645,1.54624162564561,17.93,16.18811,15.43005,15.06426,14.78916,7.703455,3.413054,9.521103,0.3889142,0.3931609,-832.4792,-3260.301,-34450.79,0.7452946,0.02043952,1.20372e-05,77.69029,4.267938,587726013995679877,181.06936645507807,1.5462450981140137,147,0.8539999723434448,0.1040000021457672,0.0419999994337558,0.0,1.0,0.0,1.0,Elliptical
1237651735220584707,181.174518601799,1.60267146522377,18.31696,16.75967,16.00341,15.61748,15.33673,10.41867,4.63568,10.95704,0.3516896,0.3805189,-1575.762,-378.9432,-24737.01,0.1843047,0.02029542,1.254303e-05,71.49053,8.905809,587726013995679934,181.17453002929688,1.6026779413223269,129,0.8209999799728394,0.1790000051259994,0.0,1.0,0.0,0.0,1.0,Elliptical
1237651752400126150,180.965059446119,1.29506234901128,19.26303,17.27241,16.33004,15.88962,15.55032,4.948099,2.307717,6.777174,0.9373457,0.9428381,-96.77251,-2032.674,-13130.51,1.0,0.08315867,1.671847e-05,175.3713,8.963339,587726031175221353,180.96505737304688,1.2950654029846191,128,0.875,0.0750000029802322,0.050000000745058,0.0,1.0,0.3330000042915344,0.6669999957084656,Elliptical
1237651752400126217,181.014758158311,1.37358806930492,18.91486,17.12504,16.16716,15.7179,15.37018,7.863653,2.972323,8.894699,0.7476205,0.7183772,-301.5597,-2993.434,-16440.2,1.0,0.08250936,2.196142e-05,190.4318,10.02962,587726031175221500,181.01475524902344,1.3735893964767456,130,0.8289999961853027,0.1430000066757202,0.0289999991655349,0.2000000029802322,0.800000011920929,0.2000000029802322,0.800000011920929,Elliptical
1237650372092690555,180.251102879017,-1.38946456272267,18.83685,17.19854,16.45641,16.06058,15.78046,5.120319,2.239542,6.082706,0.5749599,0.5751777,-224.0234,-1010.137,-13959.81,0.7462693,0.03541545,1.042448e-05,67.32305,8.629884,587724650867785828,180.2511138916016,-1.3894647359848022,139,0.9020000100135804,0.0979999974370002,0.0,0.0,1.0,0.0,1.0,Elliptical
1237650372093149379,181.42718015811,-1.385846627375,19.46736,17.47569,16.26598,15.78212,15.42391,7.154483,3.046941,9.517486,0.8964037,0.916109,-27.75352,-1783.9,-15830.71,0.9479312,0.1728256,3.389342e-05,331.5559,15.99201,587724650868244696,181.42718505859372,-1.3858439922332764,141,0.8640000224113464,0.090999998152256,0.0450000017881393,0.0,1.0,0.0,1.0,Elliptical
1237650762390438022,179.753448135394,-1.91175651660795,20.04573,18.22479,17.03776,16.50203,16.09207,6.166384,2.585533,8.358644,0.7280843,0.7420661,-18.58323,-776.9337,-4610.662,1.0,0.1669946,3.409097e-05,222.2793,11.89665,587725041165533305,179.75344848632812,-1.9117627143859863,154,0.9390000104904176,0.0410000011324882,0.0199999995529651,0.0,1.0,0.0,1.0,Elliptical
1237650762390438030,179.767460117288,-1.92921695473902,19.91819,18.04654,16.83048,16.35629,15.99481,5.64418,2.531465,7.737094,0.7228754,0.7601854,-109.3905,-1215.843,-6289.926,1.0,0.1654153,3.097053e-05,213.7522,12.24966,587725041165533314,179.7674560546875,-1.9292244911193848,167,0.8259999752044678,0.1089999973773956,0.0649999976158142,0.0,1.0,0.0,1.0,Elliptical
1237650762927439951,180.011556635641,-1.61472977766876,18.54115,16.95334,16.16123,15.77858,15.46329,4.119387,1.967375,5.206099,0.8379395,0.8214315,-128.7028,-1047.028,-13958.12,0.829048,0.05214177,1.278715e-05,95.17162,5.743869,587725041702535247,180.01156616210938,-1.614734768867493,141,0.9350000023841858,0.0219999998807907,0.0430000014603138,0.0,1.0,0.0,1.0,Elliptical
1237650762927571054,180.283197127965,-1.61003942575698,19.36097,17.6824,16.73442,16.27196,15.92119,6.410741,2.826358,8.821041,0.6898776,0.6636304,-185.2519,-1735.337,-7343.829,1.0,0.1079257,3.166074e-05,218.3102,14.74921,587725041702666364,180.283203125,-1.610024333000183,124,0.8650000095367432,0.1080000028014183,0.0270000007003545,0.0,1.0,0.25,0.75,Elliptical
1237650762927571098,180.395982321992,-1.51791573572213,19.65633,17.72635,16.64022,16.17177,15.77469,5.912823,2.494277,7.28851,0.522359,0.538525,-60.97826,-1348.555,-8693.822,1.0,0.1296676,2.949165e-05,235.7189,11.17393,587725041702666404,180.3959808349609,-1.5179229974746704,146,0.8330000042915344,0.1669999957084655,0.0,0.0,1.0,0.0,1.0,Elliptical
1237648720694673588,181.816004854188,-0.517885269921027,19.15226,17.39037,16.56635,16.16496,15.88268,3.136402,1.435085,3.409116,0.7445596,0.7724091,-590.7539,-658.9465,-13933.28,0.6672274,0.06299831,1.399977e-05,127.784,4.828177,588848899376611473,181.8160095214844,-0.5178840160369873,120,0.8970000147819519,0.0509999990463256,0.0509999990463256,0.0,1.0,0.0,1.0,Elliptical
1237648721231478906,181.645938099314,-0.0313265568421318,18.88661,17.68852,16.95096,16.54235,16.25651,5.11875,2.412696,6.235707,0.7120122,0.6346951,-1361.373,-1236.665,-15525.65,0.4367355,0.1158046,1.352179e-05,165.7777,14.18528,588848899913416849,181.64593505859372,-0.0313276685774326,401,0.0,0.9800000190734864,0.0199999995529651,0.699999988079071,0.3000000119209289,1.0,0.0,Spiral
1237648721231478929,181.679242223374,-0.203876535468958,19.04847,17.11791,16.13845,15.71625,15.35501,5.416891,2.379043,7.209562,0.8571519,0.8572571,-55.07017,-3278.246,-22899.22,0.9937021,0.09275689,2.138479e-05,185.7782,8.512234,588848899913416868,181.6792449951172,-0.2038787007331848,149,0.8640000224113464,0.0450000017881393,0.090999998152256,0.0,1.0,0.0,1.0,Elliptical
1237651735219798136,179.291796600582,1.49523351994646,19.00328,17.13301,16.25204,15.87648,15.54889,5.279768,2.263412,6.957003,0.8115793,0.8304539,-127.8085,-2767.411,-13376.39,1.0,0.09534281,2.205468e-05,180.4858,8.39395,587726013994893433,179.2917938232422,1.495227336883545,127,0.9229999780654908,0.0769999995827674,0.0,0.0,1.0,0.0,1.0,Elliptical
1237651735219798159,179.344194379655,1.49515446583857,17.42024,16.45304,16.09918,15.861,15.69868,7.228636,3.610872,7.205816,0.663089,0.666651,-3225.395,-1761.68,-24654.43,0.2146783,0.04744093,7.528296e-06,12.68042,17.7712,587726013994893363,179.3441925048828,1.4951496124267578,249,0.1889999955892563,0.8109999895095825,0.0,0.930999994277954,0.0689999982714653,0.828000009059906,0.1720000058412552,Spiral
1237651735219798173,179.357821148618,1.47004553056418,19.65576,17.73782,16.67048,16.24972,15.88245,6.00251,2.630192,8.384588,0.9305159,0.9561153,-2.69632,-985.3616,-7771.599,1.0,0.1332895,3.207682e-05,214.6217,12.85607,587726013994893457,179.35781860351562,1.470040202140808,142,0.9549999833106996,0.0450000017881393,0.0,0.0,1.0,0.0,1.0,Elliptical
1237651735756865632,179.7718279508,1.90992420823139,18.10216,16.34459,15.55575,15.16698,14.84269,4.656409,2.059523,5.982403,0.5641854,0.6036443,-133.4646,-3959.031,-27967.43,0.9550656,0.04738384,1.030339e-05,155.7142,4.562397,587726014531960934,179.77182006835938,1.9099212884902956,134,0.9319999814033508,0.0450000017881393,0.0230000000447034,0.0,1.0,0.0,1.0,Elliptical
1237651735756865654,179.811145080846,1.93730504311102,19.02659,17.58958,16.82631,16.43554,16.14255,4.738666,2.06983,5.805822,0.7222564,0.7575751,-30.37921,-663.7701,-6994.642,0.9212818,0.125738,1.621687e-05,179.925,13.01426,587726014531960950,179.81114196777344,1.937301993370056,146,0.8100000023841858,0.1430000066757202,0.0480000004172325,0.0,1.0,0.0,1.0,Elliptical
1237651752399405106,179.240105917916,1.28029423601884,19.44149,17.44959,16.57675,16.15717,15.80352,7.132709,2.815702,8.607671,0.7345061,0.7109528,-306.0537,-2909.806,-9876.313,1.0,0.07931709,2.419466e-05,186.1778,9.524569,587726031174500402,179.2401123046875,1.2802975177764893,123,0.9490000009536744,0.0509999990463256,0.0,0.0,1.0,1.0,0.0,Elliptical
1237651752936472790,179.724814135071,1.73565150283223,18.6566,17.19365,16.69986,16.38187,16.15886,9.447145,4.245322,8.325718,0.752597,0.8142378,-850.5441,-362.691,-9876.079,0.1176528,0.07845777,1.065664e-05,0.0,28.96669,587726031711568016,179.7248077392578,1.7356501817703247,332,0.0240000002086162,0.9520000219345092,0.0240000002086162,0.1000000014901161,0.8999999761581421,1.0,0.0,Spiral
